Number,Title,Type,Culture,set,group,Twilight,STR,HP,RES,Signate,Site,Game text,Key Word 1,Key Word 2,Key Word 3,,Link
11R177,Army of Uruk-hai,Minion • Uruk-Hai,Uruk-hai,11,,5,13,3,,,,"Damage +1. Each Free Peoples archer who has resistance 5 or less does not add to the Free Peoples archery total.
",,,,,https://lotrtcgwiki.com/wiki/lotr11177
11R179,Brawling Uruk,Minion • Uruk-Hai,Uruk-hai,11,,3,8,3,,,,"Damage +1. Response: If a special ability of a companion who has resistance 5 or less is used, exert this minion to cancel its effect.
",,,,,https://lotrtcgwiki.com/wiki/lotr11179
11R181,Determined Uruk,Minion • Uruk-Hai,Uruk-hai,11,,2,7,2,,,,"To play, spot a [Uruk-hai] minion. Each time a companion exerts, you may draw a card.
",,,,,https://lotrtcgwiki.com/wiki/lotr11181
11R184,Force of Uruk-hai,Minion • Uruk-Hai,Uruk-hai,11,,5,13,3,,,,"Damage +1. Each time this minion is about to take a wound at a battleground site, you may spot another [Uruk-hai] card to make the Free Peoples player draw a card instead.
",,,,,https://lotrtcgwiki.com/wiki/lotr11184
11R186,Furious Uruk,Minion • Uruk-Hai,Uruk-hai,11,,3,9,2,,,,"Damage +1. While this minion is assigned to a skirmish, each companion and Free Peoples possession loses its special abilities.
",,,,,https://lotrtcgwiki.com/wiki/lotr11186
11R194,"•Lurtz, Minion of the White Wizard",Minion • Uruk-Hai,Uruk-hai,11,,7,13,3,,,,"Archer. Damage +1. Muster. (At the start of the regroup phase, you may discard a card from hand to draw a card.) Lurtz is strength +3 for each exhausted companion you can spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr11194
11R205,Vigilant Uruk,Minion • Uruk-Hai,Uruk-hai,11,,2,6,2,,,,"Damage +1. Lurker. (Skirmishes involving lurker minions must be resolved after any others.) This minion is strength +2 for each [Uruk-hai] minion not assigned to a skirmish.
",,,,,https://lotrtcgwiki.com/wiki/lotr11205
11R207,Dark Powers Strengthen,Event • Shadow,Wraith,11,,6,,,,,,"Toil 2. (For each [Wraith] character you exert when playing this, its twilight cost is -2.) Spot a Nazgul to draw 3 cards.
",,,,,https://lotrtcgwiki.com/wiki/lotr11207
11R211,Keening Wail,Event • Maneuver,Wraith,11,,7,,,,,,"Toil 2. (For each [Wraith] character you exert when playing this, its twilight cost is -2.) Spot a Nazgul to add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr11211
11R214,"•The Pale Blade, Sword of Flame",Possession • Hand Weapon,Wraith,11,,2,+3,,,,,"Bearer must be a Nazgul. If bearer is The Witch-king, each time he wins a skirmish, you may exert him to add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr11214
11R216,A Shadow Rises,Condition • Support Area,Wraith,11,,0,,,,,,"Maneuver: Remove (5) to make this condition a fierce [Wraith] minion until the start of the regroup phase that has 10 strength and 3 vitality, and cannot bear other cards. This card is still a condition. At the start of the regroup phase, remove all tokens from here.
",,,,,https://lotrtcgwiki.com/wiki/lotr11216
11R217,Shapes Slowly Advancing,Condition • Support Area,Wraith,11,,2,,,,,,"Regroup: Discard your Nazgul from play to add a [Wraith] token here. The Free Peoples player may return a companion to hand to prevent the placement of that token. When you can spot 4 [Wraith] tokens on this condition, the Ring-bearer is corrupted.
",,,,,https://lotrtcgwiki.com/wiki/lotr11217
11R219,"•Ulaire Attea, Second of the Nine Riders",Minion • Nazgul,Wraith,11,,6,12,3,,,,"Fierce. Each time Ulaire Attea is assigned to a fierce skirmish involving a character who has resistance 4 or less, you may exert Ulaire Attea to add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr11219
11R22,"•Legolas, Woodland Emissary",Companion • Elf,Elven,11,,2,6,3,7,,,"At the start of the archery phase, you may spot another Elf to exert a minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr11022
11R224,"•Ulaire Otsea, Seventh of the Nine Riders",Minion • Nazgul,Wraith,11,,4,9,3,,,,"When you play Ulaire Otsea, you may spot a companion who has X wounds to reveal the top X cards of your draw deck. Take each [Wraith] card revealed this way into hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr11224
11R226,"•The Witch-king, Captain of the Nine Riders",Minion • Nazgul,Wraith,11,,8,14,4,,,,"Fierce. Toil 2. (For each [Wraith] character you exert when playing this, its twilight cost is -2.) Muster. (At the start of the regroup phase, you may discard a card from hand to draw a card.)
",,,,,https://lotrtcgwiki.com/wiki/lotr11226
11R23,•Legolas' Bow,Possession • Ranged Weapon,Elven,11,,2,,,,,,"Bearer must be an Elf. Bearer is an archer. If bearer is Legolas, each time you exert him to play an [Elven] condition or [Elven] event, you may heal him (limit once per phase).
",,,,,https://lotrtcgwiki.com/wiki/lotr11023
11R24,Might of the Elf-lords,Event • Skirmish,Elven,11,,1,,,,,,"Exert an Elf to reveal the top card of your draw deck. If that card&#039;s twilight cost is 3 or less, make a minion strength -3.
",,,,,https://lotrtcgwiki.com/wiki/lotr11024
11R30,"•Erland, Dale Counselor",Companion • Man,Gandalf,11,,2,5,3,6,,,"To play, spot a [Gandalf] companion. Skirmish: Exert Erland to take a [Gandalf] skirmish event from your discard pile into hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr11030
11R34,"•Gandalf's Staff, Ash-Staff",Artifact • Staff,Gandalf,,30,2,,+1,,,,"Bearer must be a Wizard. If bearer is Gandalf, he gains muster. (At the start of the regroup phase, you may discard a card from hand to draw a card.) Each time bearer wins a skirmish, choose a Shadow player who must wound a minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr11034
11R35,"•Glamdring, Foe-hammer",Possession • Hand Weapon,Gandalf,,30,2,+2,,,,,"Bearer must be Gandalf. Each time Gandalf wins a skirmish, you may remove a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr11035
11R42,"•Gollum, Skulker",Minion,Gollum,11,,2,5,4,,,,"Lurker. (Skirmishes involving lurker minions must be resolved after any others.) Skirmish: Exert Gollum twice to make another minion strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr11042
11R43,Horribly Strong,Event • Shadow,Gollum,11,,2,,,,,,"Discard Gollum from play to wound an unbound companion who has resistance 6 or less.
",,,,,https://lotrtcgwiki.com/wiki/lotr11043
11R44,•Incited,Condition • Support Area,Gollum,11,,1,,,,,,"Each time a companion loses a skirmish, you may exert Gollum to take a [Gollum] card into hand from your discard pile.
",,,,,https://lotrtcgwiki.com/wiki/lotr11044
11R48,•Not Yet Vanquished,Condition • Support Area,Gollum,11,,0,,,,,,"Each time a companion loses a fierce skirmish, you may exert Gollum to add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr11048
11R50,•Safe Passage,Condition • Support Area,Gollum,11,,0,,,,,,"When you play this condition, name forest, mountain, plains, or river. Each time the fellowship moves to a site that has the named keyword, you may exert Gollum or Smeagol to remove (4).
",,,,,https://lotrtcgwiki.com/wiki/lotr11050
11R51,"•Smeagol, Scout and Guide",Companion,Gollum,11,,0,3,4,5,,,"Ring-bound. To play, add a burden. Each time Smeagol wins a skirmish, you may play the fellowship&#039;s next site. Skirmish: If Smeagol is at a marsh, exert him to cancel a skirmish involving him.
",,,,,https://lotrtcgwiki.com/wiki/lotr11051
11R54,"•Aragorn, Strider",Companion • Man,Gondor,11,,1,8,4,8,,,"Ranger. Each time the fellowship moves, add (1).
",,,,,https://lotrtcgwiki.com/wiki/lotr11054
11R57,"•Boromir, Hero of Osgiliath",Companion • Man,Gondor,,26,3,7,3,5,,,"Knight. Each time Boromir wins a skirmish, you may heal a [Gondor] companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr11057
11R60,The Highest Quality,Event • Skirmish,Gondor,11,,2,,,,,,"Exert any number of [Gondor] companions who have total resistance 12 or more to make a minion skirmishing a [Gondor] companion strength -3 for each companion exerted this way.
",,,,,https://lotrtcgwiki.com/wiki/lotr11060
11R66,Well-traveled,Event • Fellowship or Regroup,Gondor,11,,0,,,,,,"To play, exert a ranger. If the fellowship is in region 1, play the fellowship&#039;s next 2 sites. Otherwise, play the fellowship&#039;s next site.
",,,,,https://lotrtcgwiki.com/wiki/lotr11066
11R68,Armored Easterling,Minion • Man,Men,11,,4,10,3,,,,"Skirmish: Remove (2) to make a lurker strength +1. Skirmish: Remove (2) to make a lurker fierce until the regroup phase. Skirmish: Remove (2) to make a lurker damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr11068
11R70,Bloodthirsty,Event • Regroup,Men,11,,1,,,,,,"Spot 2 [Men] minions to wound an unbound companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr11070
11R75,•Easterling Host,Minion • Man,Men,11,,5,13,3,,,,"Lurker. (Skirmishes involving lurker minions must be resolved after any others.) Skirmish: Exert Easterling Host and make it strength -2 until the regroup phase to make each other [Men] minion strength +1 until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr11075
11R78,Elevated Fire,Event • Archery,Men,11,,7,,,,,,"Toil 2. (For each [Men] character you exert when playing this, its twilight cost is -2.) Spot a [Men] minion to make the minion archery total +3.
",,,,,https://lotrtcgwiki.com/wiki/lotr11078
11R81,Fletcher of Harad,Minion • Man,Men,11,,3,9,2,,,,"While this minion is at a plains site, it is an archer. While you can spot 6 companions, each [Men] minion is an archer.
",,,,,https://lotrtcgwiki.com/wiki/lotr11081
11R9,"•Gimli's Battle Axe, Vicious Weapon",Possession • Hand Weapon,Dwarven,11,,2,+2,,,,,"Bearer must be a Dwarf. Bearer gains muster. (At the start of the regroup phase, you may discard a card from hand to draw a card.) Skirmish: If bearer is Gimli and he is at a battleground site, exert him to wound a minion he is skirmishing.
",,,,,https://lotrtcgwiki.com/wiki/lotr11009
11R91,Oath Sworn,Condition • Support Area,Men,11,,4,,,,,,"At the start of the maneuver phase, if you have 2 or more cards in hand, you may spot 2 [Men] minions and discard your hand to add (8).
",,,,,https://lotrtcgwiki.com/wiki/lotr11091
11R96,Precision Targeting,Event • Archery,Men,11,,1,,,,,,"Spot a [Men] minion to make the minion archery total +1 and make the Free Peoples player choose 3 companions. Other companions cannot take archery wounds.
",,,,,https://lotrtcgwiki.com/wiki/lotr11096
11RF10,Porter Troll (F),Minion • Troll,Orc,11,,7,15,3,,,,"Damage +1. Fierce. To play, spot an [Orc] minion. When you play this minion, add a burden unless the Free Peoples player reveals a Free Peoples event from his or her hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr11f10
11RF11,Undisciplined (F),Event • Assignment,Orc,11,,8,,,,,,"Toil 3. (For each [Orc] character you exert when playing this, its twilight cost is -3.) Assign an [Orc] minion to a companion (except the Ring-bearer).
",,,,,https://lotrtcgwiki.com/wiki/lotr11f11
11RF12,"•Gamling, Defender of the Hornburg (F)",Companion • Man,Rohan,11,,2,6,3,6,,,"At the start of the fellowship phase, you may add (1) to play a possession on Gamling from your draw deck.
",,,,,https://lotrtcgwiki.com/wiki/lotr11f12
11RF13,Sword Rack (F),Condition • Support Area,Rohan,11,,1,,,,,,"Response: If a [Rohan] possession is discarded from play and no more than one possession is stacked here, stack it here. Fellowship: Add (1) to play a possession stacked here as if from hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr11f13
11RF14,Salt from the Shire (F),Possession • Box,Shire,11,,1,,,+2,,,"Bearer must be a Hobbit. Fellowship: Discard this possession to remove a burden. Skirmish: If bearer is an unbound Hobbit, discard this possession to prevent him or her from being overwhelmed unless his or her strength is tripled.
",,,,,https://lotrtcgwiki.com/wiki/lotr11f14
11RF15,Brawling Uruk (F),Minion • Uruk-Hai,Uruk-hai,11,,3,8,3,,,,"Damage +1. Response: If a special ability of a companion who has resistance 5 or less is used, exert this minion to cancel its effect.
",,,,,https://lotrtcgwiki.com/wiki/lotr11f15
11RF16,"•Lurtz, Minion of the White Wizard (F)",Minion • Uruk-Hai,Uruk-hai,11,,7,13,3,,,,"Archer. Damage +1. Muster. (At the start of the regroup phase, you may discard a card from hand to draw a card.) Lurtz is strength +3 for each exhausted companion you can spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr11f16
11RF17,"•The Pale Blade, Sword of Flame (F)",Possession • Hand Weapon,Wraith,11,,2,+3,,,,,"Bearer must be a Nazgul. If bearer is The Witch-king, each time he wins a skirmish, you may exert him to add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr11f17
11RF9,Fletcher of Harad (F),Minion • Man,Men,11,,3,9,2,,,,"While this minion is at a plains site, it is an archer. While you can spot 6 companions, each [Men] minion is an archer.
",,,,,https://lotrtcgwiki.com/wiki/lotr11f09
11S112,Conquered Halls,Event • Skirmish,Orc,11,,1,,,,,,"Make an [Orc] minion strength +1 for each underground site you can spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr11112
11S115,Denizen of Khazad-dum,Minion • Orc,Orc,11,,3,9,2,,,,"While this minion is at an underground site, it is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr11115
11S116,Denizen of Moria,Minion • Orc,Orc,11,,2,7,1,,,,"While this minion is at an underground site, it is strength +3.
",,,,,https://lotrtcgwiki.com/wiki/lotr11116
11S117,Denizen of the Black Pit,Minion • Orc,Orc,11,,4,10,3,,,,"While this minion is at an underground site, it is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr11117
11S126,Marauding Orcs,Minion • Orc,Orc,11,,3,10,2,,,,"When you cannot spot another [Orc] minion, discard this minion from play.
",,,,,https://lotrtcgwiki.com/wiki/lotr11126
11S130,Orc Hammer,Possession • Hand Weapon,Orc,11,,2,+1,,,,,"Bearer must be an [Orc] Orc. When you play this possession, you may exert a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr11130
11S138,Skulking Goblin,Minion • Orc,Orc,11,,2,6,2,,,,"The fellowship&#039;s current site gains underground.
",,,,,https://lotrtcgwiki.com/wiki/lotr11138
11S142,Unyielding Goblin,Minion • Orc,Orc,11,,2,5,2,,,,"Skirmish: If this minion is at an underground site, exert it to exert a companion it is skirmishing.
",,,,,https://lotrtcgwiki.com/wiki/lotr11142
11S146,"•Eowyn, Shieldmaiden of Rohan",Companion • Man,Rohan,11,58,2,6,3,7,,,"Each time Eowyn wins a skirmish, each other [Rohan] Man is strength +1 until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr11146
11S150,Rally Cry,Event • Skirmish,Rohan,11,58,1,,,,,,"Make a [Rohan] Man who has resistance 4 or more strength +2 for each wound on each minion he or she is skirmishing.
",,,,,https://lotrtcgwiki.com/wiki/lotr11150
11S152,Riddermark Soldier,Companion • Man,Rohan,11,58,2,5,3,6,,,"When you play this companion, each [Rohan] companion is strength +2 until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr11152
11S153,Rider's Spear,Possession • Hand Weapon,Rohan,11,48,1,+2,,,,,"Bearer must be a [Rohan] Man. If bearer is mounted, bearer is damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr11153
11S160,War Now Calls Us,Event • Skirmish,Rohan,11,58,0,,,,,,"Exert a [Rohan] companion to make him or her strength +3 (and damage +1 if he or she has resistance 5 or more).
",,,,,https://lotrtcgwiki.com/wiki/lotr11160
11S161,Concerning Hobbits,Event • Skirmish,Shire,11,,0,,,,,,"For each dwelling and forest site on the adventure path, make a Hobbit strength +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr11161
11S164,"•Frodo, Protected by Many",Companion • Hobbit,Shire,11,11,0,3,4,10,,,"Ring-bearer. Ring-bound. At the start of the regroup phase, you may exert Frodo to make him gain muster until the end of the regroup phase. (At the start of the regroup phase, you may discard a card from hand to draw a card.)
",,,,,https://lotrtcgwiki.com/wiki/lotr11164
11S166,Hobbit Sword,Possession • Hand Weapon,Shire,11,,1,+2,,,,,"Bearer must be a Hobbit.
",,,,,https://lotrtcgwiki.com/wiki/lotr11166
11S174,Sworn Companion,Event • Skirmish,Shire,11,,1,,,,,,"Make a Hobbit strength +1 for each companion who has resistance 7 or more.
",,,,,https://lotrtcgwiki.com/wiki/lotr11174
11S176,Unharmed,Event • Regroup,Shire,,40,0,,,,,,"Heal a Hobbit for each minion you spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr11176
11S178,Bloodthirsty Uruk,Minion • Uruk-Hai,Uruk-hai,11,,3,8,2,,,,"Damage +1. While you can spot an exhausted companion, this minion is strength +3.
",,,,,https://lotrtcgwiki.com/wiki/lotr11178
