"","Artist","Set_Name","Classifications","Abilities","Set_Num","Color","Franchise","Image","Cost","Inkable","Name","Type","Lore","Rarity","Unique_ID","Card_Num","Body_Text","Willpower","Strength","Set_ID","Flavor_Text","Card_Variants","Move_Cost"
"244","Hedvig H?ggman-Sund","Rise of the Floodborn","Storyborn, Ally, Fairy",NA,2,"Amethyst","","https://lorcana-api.com/images/fairy_godmother/here_to_help/fairy_godmother-here_to_help-large.png",5,TRUE,"Fairy Godmother - Here to Help","Character",2,"Uncommon","ROF-040",40,NA,7,3,"ROF","""Use a humdrum spell. and you'll end up with humdrum magic. I like my magic to have something special!""",NA,NA
"245","Filipe Laurentino","Rise of the Floodborn","Floodborn, Mentor, Fairy","Shift 2, Challenger +3",2,"Amethyst","","https://lorcana-api.com/images/fairy_godmother/mystic_armorer/fairy_godmother-mystic_armorer-large.png",5,TRUE,"Fairy Godmother - Mystic Armorer","Character",2,"Legendary","ROF-041",41,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Fairy Godmother.)
Forget The Coach, Here's A Sword: Whenever this character quests, your characters gain Challenger +3 and ""When this character is banished in a challenge, return this card to your hand"" this turn. (They get +3 {s} while challenging.)",4,3,"ROF",NA,NA,NA
"246","Matt Chapman","Rise of the Floodborn","Storyborn, Ally, Fairy",NA,2,"Amethyst","","https://lorcana-api.com/images/fairy_godmother/pure_heart/fairy_godmother-pure_heart-large.png",3,TRUE,"Fairy Godmother - Pure Heart","Character",1,"Common","ROF-042",42,"Just Leave It To Me: Whenever you play a character named Cinderella, you may exert chosen character.",4,3,"ROF","""We'll have to hurry, because even miracles take a little time.""",NA,NA
"247","Ellie Horie","Rise of the Floodborn","Dreamborn, Ally",NA,2,"Amethyst","","https://lorcana-api.com/images/heihei/persistent_presence/heihei-persistent_presence-large.png",2,TRUE,"HeiHei - Persistent Presence","Character",1,"Uncommon","ROF-043",43,"He's Back: When this character is banished in a challenge, return this card to your hand.",1,2,"ROF","Power. Beauty. HeiHei.",NA,NA
"248","Isaiah Mesq","Rise of the Floodborn","Storyborn, Mentor","Evasive",2,"Amethyst","","https://lorcana-api.com/images/jiminy_cricket/pinocchio's_conscience/jiminy_cricket-pinocchio's_conscience-large.png",2,TRUE,"Jiminy Cricket - Pinocchio's Conscience","Character",1,"Common","ROF-044",44,"Evasive (Only characters with Evasive can challenge this character.)
That Still, Small Voice: When you play this character, if you have a character named Pinocchio in play, you may draw a card.",2,1,"ROF","""Say, that's pretty swell.""",NA,NA
"249","Michaela Martin","Rise of the Floodborn","Storyborn, King",NA,2,"Amethyst","","https://lorcana-api.com/images/kuzco/wanted_llama/kuzco-wanted_llama-large.png",2,TRUE,"Kuzco - Wanted Llama","Character",1,"Common","ROF-045",45,"Ok, Where am I?: When this character is banished, you may draw a card.",2,1,"ROF","""So there I was. Perfectly in control of the situation.""",NA,NA
"250","Alice Pisoni","Rise of the Floodborn","Storyborn, Villain, Sorcerer","Rush",2,"Amethyst","","https://lorcana-api.com/images/madam_mim/fox/madam_mim-fox-large.png",3,TRUE,"Madam Mim - Fox","Character",1,"Rare","ROF-046",46,"Chasing The Rabbit: When you play this character, banish her or return another chosen character of yours to your hand.
Rush (This character can challenge the turn they're played.)",3,4,"ROF",NA,NA,NA
"251","Ally Zermeno","Rise of the Floodborn","Storyborn, Villain, Sorcerer, Dragon","Evasive",2,"Amethyst","","https://lorcana-api.com/images/madam_mim/purple_dragon/madam_mim-purple_dragon-large.png",7,TRUE,"Madam Mim - Purple Dragon","Character",4,"Legendary","ROF-047",47,"Evasive (Only characters with Evasive can challenge this character.)\nI Win, I Win!: When you play this character, banish her or return another 2 chosen characters of yours to your hand.",7,5,"ROF","""Did I say no purple dragons? Did I?""",NA,NA
"252","Man? Kandalyan / Pix Smith","Rise of the Floodborn","Floodborn, Villain, Sorcerer","Shift 3, Rush",2,"Amethyst","","https://lorcana-api.com/images/madam_mim/rival_of_merlin/madam_mim-rival_of_merlin-large.png",5,TRUE,"Madam Mim - Rival of Merlin","Character",2,"Rare","ROF-048",48,"Shift 3 (You may play 3 {i} to play this on top of one of your characters named Madam Mim.)
Gruesome And Grim: {e} - Play a character with cost 4 or less for free. They gain Rush. At the end of the turn, banish them. (They can challenge the turn they're played)",5,2,"ROF",NA,NA,NA
"253","Brian Weisz","Rise of the Floodborn","Storyborn, Villain, Sorcerer",NA,2,"Amethyst","","https://lorcana-api.com/images/madam_mim/snake/madam_mim-snake-large.png",2,TRUE,"Madam Mim - Snake","Character",1,"Uncommon","ROF-049",49,"Just You Wait: When you play this character, banish her or return another chosen character of yours to your hand.",3,3,"ROF","""I've got you rattled now!""",NA,NA
"254","Valentina Graziuso","Rise of the Floodborn","Storyborn, Mentor, Sorcerer","Challenger +3",2,"Amethyst","","https://lorcana-api.com/images/merlin/crab/merlin-crab-large.png",3,TRUE,"Merlin - Crab","Character",1,"Common","ROF-050",50,"Ready Or Not!: When you play this character and when he leaves play, chosen characters gain Challenger +3 this turn. (They get +3 {s} while challenging.)",3,3,"ROF","He'll be out of this in a snap!",NA,NA
"255","S. Shaw / L. Giammichele","Rise of the Floodborn","Storyborn, Mentor, Sorcerer",NA,2,"Amethyst","","https://lorcana-api.com/images/merlin/goat/merlin-goat-large.png",4,TRUE,"Merlin - Goat","Character",1,"Uncommon","ROF-051",51,"Here I Come!: When you play this character and when he leaves play, gain 1 lore.",3,4,"ROF","""He always was a stubborn old goat."" - Madam Mim",NA,NA
"256","Michaela Martin","Rise of the Floodborn","Storyborn, Mentor, Sorcerer",NA,2,"Amethyst","","https://lorcana-api.com/images/merlin/rabbit/merlin-rabbit-large.png",4,FALSE,"Merlin - Rabbit","Character",1,"Rare","ROF-052",52,"Hoppity Hip!: When you play this character and when he leaves play, you may draw a card.",3,2,"ROF","It was turning out to be a bad hare day.",NA,NA
"257","Matthew Robert Davies","Rise of the Floodborn","Storyborn, Mentor, Sorcerer",NA,2,"Amethyst","","https://lorcana-api.com/images/merlin/shapeshifter/merlin-shapeshifter-large.png",4,TRUE,"Merlin - Shapeshifter","Character",1,"Rare","ROF-053",53,"Battle Of Wits: Whenever one of your other characters is returned to your hand from play, this characters get +1 {l} this turn.",5,1,"ROF","""Oh, blast it all - I can't make up my mind.""",NA,NA
"258","Brian Weisz","Rise of the Floodborn","Storyborn, Mentor, Sorcerer",NA,2,"Amethyst","","https://lorcana-api.com/images/merlin/squirrel/merlin-squirrel-large.png",2,TRUE,"Merlin - Squirrel","Character",1,"Common","ROF-054",54,"Look Before You Leap: When you play this character and when he leaves play, look at the top card of your deck. Put it on either the top or the bottom of your deck.",1,2,"ROF","""You can't always trust to luck, boy.""",NA,NA
"259","Giulia Riva","Rise of the Floodborn","Storyborn, Ally","Evasive, Rush",2,"Amethyst","","https://lorcana-api.com/images/peter_pan's_shadow/not_sewn_on/peter_pan's_shadow-not_sewn_on-large.png",4,FALSE,"Peter Pan's Shadow - Not Sewn On","Character",2,"Super Rare","ROF-055",55,"Evasive (Only characters with Evasive can challenge this character.)
Rush (This character can challenge the turn they're played.)
Tiptoe: Your other characters with Rush gain Evasive.",3,2,"ROF",NA,NA,NA
"260","Kapik","Rise of the Floodborn","Storyborn, Hero",NA,2,"Amethyst","","https://lorcana-api.com/images/pinocchio/star_attraction/pinocchio-star_attraction-large.png",2,FALSE,"Pinocchio - Star Attraction","Character",3,"Rare","ROF-056",56,NA,1,1,"ROF","""With that personality, that profile, that physique... Why, I can see your name in light, lights six feet high.""
-Honest John",NA,NA
"261","isaiah Mesq","Rise of the Floodborn","Floodborn, Hero","Shift 3",2,"Amethyst","","https://lorcana-api.com/images/pinocchio/on_the_run/pinocchio-on_the_run-large.png",5,FALSE,"Pinocchio - On The Run","Character",2,"Uncommon","ROF-057",57,"Shift 3 (You pay 3 {i} to play this on top of one of your characters named Pinocchio.)
Listen To Your Conscience: When you play this character, you may return chosen character or item with cost 3 or less to their player's hand.",3,3,"ROF","He raced into the Inklands without a thought.",NA,NA
"262","Juan Diego Leon","Rise of the Floodborn","Storyborn, Hero",NA,2,"Amethyst","","https://lorcana-api.com/images/pinocchio/talkative_pupper/pinocchio-talkative_pupper-large.png",2,FALSE,"Pinocchio - Talkative Puppet","Character",1,"Uncommon","ROF-058",58,"Telling Lies: When you play this character, you may exert chosen opposing character.",1,1,"ROF","""A lie keeps growing and growing until it's as plain as the nose on your face.""
-Blue Fairy",NA,NA
"263","John Loren","Rise of the Floodborn","Dreamborn, Hero, Sorcerer",NA,2,"Amethyst","","https://lorcana-api.com/images/winnie_the_pooh/hunny_wizard/winnie_the_pooh-hunny_wizard-large.png",5,TRUE,"Winnie The Pooh - Hunny Wizard","Character",2,"Common","ROF-059",59,NA,5,5,"ROF","He'd always felt a kinship with honey. They were both golden, and sweet, and likely to end up in sticky situations.",NA,NA
"264","Casey Robin","Rise of the Floodborn","Floodborn, Villain, Sorcerer","Shift 4",2,"Amethyst","","https://lorcana-api.com/images/yzma/scary_beyond_all_reason/yzma-scary_beyond_all_reason-large.png",6,TRUE,"Yzma - Scary Beyond All Reason","Character",2,"Super Rare","ROF-060",60,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Yzma)
Cruel Irony: When you play this character, shuffle another chosen character card into their player's deck. That player draws 2 cards.",4,4,"ROF",NA,NA,NA
"265","Pablo Hidalgo","Rise of the Floodborn","Storyborn, Villain, Sorcerer",NA,2,"Amethyst","","https://lorcana-api.com/images/yzma/without_beauty_sleep/yzma-without_beauty_sleep-large.png",3,TRUE,"Yzma - Without Beauty Sleep","Character",1,"Uncommon","ROF-061",61,NA,4,3,"ROF","Yzma: ""Llamas! All I see when I close my eyes is llamas!""
Kronk: ""Weird. I just saw one in the flood. Poor little guy.""",NA,NA
"266","Mariana Moreno","Rise of the Floodborn",NA,"Rush",2,"Amethyst","","https://lorcana-api.com/images/gruesome_and_grim/gruesome_and_grim-large.png",3,FALSE,"Gruesome And Grim","Action - Song",NA,"Rare","ROF-062",62,"(A character with cost 3 or more can {e} to sing this song for free.)
Play a character with cost 4 or less for free. They gain Rush. At the end of the turn, banish them. (They can challenge the turn they're played)",NA,NA,"ROF",NA,NA,NA
"267","Rob Di Salvo","Rise of the Floodborn",NA,NA,2,"Amethyst","","https://lorcana-api.com/images/i'm_stuck!/i'm_stuck!-large.png",1,TRUE,"I'm Stuck!","Action",NA,"Common","ROF-063",63,"Chosen exerted character can't ready at the start of their next turn",NA,NA,"ROF","""Oh, bother-not again.""",NA,NA
"268","Kuya Jaypi","Rise of the Floodborn",NA,"Challenger +3",2,"Amethyst","","https://lorcana-api.com/images/legend_of_the_sword_in_the_stone/legend_of_the_sword_in_the_stone-large.png",2,TRUE,"Legend Of The Sword In The Stone","Action - Song",NA,"Common","ROF-064",64,"(A character with cost 2 or more can {e} to sing this song for free.)
Chosen character gains Challenger +3 this turn. (They get +3 {s} while challenging.)",NA,NA,"ROF","A legend is sung of when England was young\n   And knights were brave and bold",NA,NA
"269","Kasia Brzezinska","Rise of the Floodborn",NA,NA,2,"Amethyst","","https://lorcana-api.com/images/binding_contract/binding_contract-large.png",4,FALSE,"Binding Contract","Item",NA,"Uncommon","ROF-065",65,"For All Eternity: {e}, {e} one of you character - Exert chosen character.",NA,NA,"ROF","Just a standard form, nothing to worry about.",NA,NA
"270","Matt Chapman","Rise of the Floodborn",NA,"Rush",2,"Amethyst","","https://lorcana-api.com/images/croquet_mallet/croquet_mallet-large.png",1,FALSE,"Croquet Mallet","Item",NA,"Common","ROF-066",66,"Hurtling Hedgehog: Banish this item - Chosen character gains Rush this turn. (They can challenge the turn they're played.)",NA,NA,"ROF",NA,NA,NA
"271","Andrew Trabbold","Rise of the Floodborn",NA,NA,2,"Amethyst","","https://lorcana-api.com/images/preplexing_signposts/preplexing_signposts-large.png",2,FALSE,"Perplexing Signposts","Item",NA,"Rare","ROF-067",67,"To Wonderland: Banish this item - Return chosen character of yours to your hand.",NA,NA,"ROF","Alice: ""I just wanted to ask you which way I ought to go.""
Cheshire Cat: ""Well, that depends on where you want to get.""",NA,NA
"272","Julie","Rise of the Floodborn",NA,NA,2,"Amethyst","","https://lorcana-api.com/images/the_sorcerer's_spellbook/the_sorcerer's_spellbook-large.png",3,FALSE,"The Sorcerer's Spellbook","Item",NA,"Rare","ROF-068",68,"Knowledge: {e}, 1 {i} - Gain 1 lore.",NA,NA,"ROF","Illumineers seek the power of knowledge - but must be aware of the price.",NA,NA
"273","Mario Oscar Gabriele","Rise of the Floodborn","Dreamborn, Hero",NA,2,"Emerald","","https://lorcana-api.com/images/arthur/trained_swordsman/arthur-trained_swordsman-large.png",4,TRUE,"Arthur - Trained Swordsman","Character",2,"Common","ROF-069",69,NA,3,4,"ROF","""It's not just fancy horses and swinging a sword around, you know! A true master must use his brain as well as his blade."" - Merlin",NA,NA
"274","Eri Welli","Rise of the Floodborn","Storyborn, Hero, Prince",NA,2,"Emerald","","https://lorcana-api.com/images/beast/relentless/beast-relentless-large.png",6,TRUE,"Beast - Relentless","Character",2,"Legendary","ROF-070",70,"Second Wind: Whenever an opposing character is damaged, you may ready this character.",5,4,"ROF",NA,NA,NA
"275","Jenna Gray","Rise of the Floodborn","Storyborn, Hero, Princess",NA,2,"Emerald","","https://lorcana-api.com/images/belle/bookworm/belle-bookworm-large.png",3,FALSE,"Belle - Bookworm","Character",1,"Uncommon","ROF-071",71,"Use Your Imagination: While an opponent has no cards in their hand, this character gets +2 {l}.",4,2,"ROF","There's nothing more tempting than a pile of unread books.",NA,NA
"276","Aisha Durmagambetova","Rise of the Floodborn","Floodborn, Hero, Princess","Shift 3",2,"Emerald","","https://lorcana-api.com/images/belle/hidden_archer/belle-hidden_archer-large.png",5,FALSE,"Belle - Hidden Archer","Character",3,"Legendary","ROF-072",72,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Belle.)
Thorny Arrows: Whenever this character is challenged, the challenging character's player discards all cards in their hand.",3,3,"ROF","She slips through the trees as easily as shadow.",NA,NA
"277","Alex Accorsi","Rise of the Floodborn","Storyborn, Ally","Ward",2,"Emerald","","https://lorcana-api.com/images/bucky/squirrel_squeak_tutor/bucky-squirrel_squeak_tutor-large.png",2,TRUE,"Bucky - Squirrel Squeak Tutor","Character",1,"Uncommon","ROF-073",73,"Ward (Opponents can't choose this character except to challenge.)
Squeak: Whenever you play a Floodborn character, each opponent chooses and discards a card.",1,1,"ROF","""There's a lot of nuance to squirrel."" - Kronk",NA,NA
"278","Alex Accorsi","Rise of the Floodborn","Storyborn",NA,2,"Emerald","","https://lorcana-api.com/images/cheshire_cat/always_grinning/cheshire_cat-always_grinning-large.png",2,TRUE,"Cheshire Cat - Always Grinning","Character",1,"Uncommon","ROF-074",74,NA,2,3,"ROF","Alice felt quite confused. ""But I don't see much ink here at all. How can the flood still be changing the Inklands?"" ""Things are always changing, you know,"" said the cat. ""It would be a change if they didn't.""",NA,NA
"279","Jeff Murchie","Rise of the Floodborn","Floodborn","Shift 5, Evasive",2,"Emerald","","https://lorcana-api.com/images/cheshire_cat/from_the_shadows/cheshire_cat-from_the_shadows-large.png",8,TRUE,"Cheshire Cat - From the Shadows","Character",2,"Super Rare","ROF-075",75,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Cheshire Cat.)
Evasive (Only characters with Evasive can challenge this character.)
Wicked Smile: {e} - Banish chosen damaged character.",6,5,"ROF",NA,NA,NA
"280","Lissette Carrera","Rise of the Floodborn","Dreamborn, Ally",NA,2,"Emerald","","https://lorcana-api.com/images/daisy_duck/secret_agent/daisy_duck-secret_agent-large.png",4,TRUE,"Daisy Duck - Secret Agent","Character",2,"Uncommon","ROF-076",76,"Thwart: Whenever this character quests, each opponent chooses and discards a card.",3,2,"ROF",NA,NA,NA
