"","Name","Set_Name","Classifications","Abilities","Color","Franchise","Cost","Inkable","Type","Lore","Rarity","Body_Text","Willpower","Strength","Move_Cost"
"323","Queen Of Hearts - Impulsive Ruler","Rise of the Floodborn","Storyborn, Villain, Queen","Rush","Ruby","",2,TRUE,"Character",1,"Uncommon","Rush (This character can challenge the turn they're played.)",2,2,NA
"324","Queen Of Hearts - Sensing Weakness","Rise of the Floodborn","Floodborn, Villain, Queen","Shift 2","Ruby","",5,TRUE,"Character",1,"Uncommon","Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Queen of Hearts.)
Let The Game Being: Whenever one of your characters challenges another character, you may draw a card.",3,4,NA
"325","Ratigan - Very Large Mouse","Rise of the Floodborn","Storyborn, Villain",NA,"Ruby","",5,FALSE,"Character",2,"Rare","This Is My Kingdom: When you play this character, exert chosen opposing character with 3 {s} or less. Choose one of your characters and read them. They can't quest for the rest of this turn.",3,3,NA
"326","Raya - Headstrong","Rise of the Floodborn","Storyborn, Hero, Princess",NA,"Ruby","",3,TRUE,"Character",1,"Common","Note To Self, Don't Die: During your turn, whenever this character banishes another character in a challenge, you may ready this character. She can't quest for the rest of this turn.",3,2,NA
"327","Raya - Leader of Heart","Rise of the Floodborn","Floodborn, Hero, Princess","Shift 4","Ruby","",6,TRUE,"Character",2,"Super Rare","Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Raya.)
Champion Of Kumandra: Whenever this character challenges a damaged character, she takes no damage from the challenge.",3,5,NA
"328","Raya - Warrior Of Kumandra","Rise of the Floodborn","Storyborn, Hero, Princess",NA,"Ruby","",4,TRUE,"Character",1,"Uncommon",NA,3,5,NA
"329","Scar - Vicious Cheater","Rise of the Floodborn",NA,"Rush","Ruby","",7,FALSE,"Character",2,"Legendary","Rush (This character can challenge the turn they're played.)
Daddy Isn't Here To Save You: During your turn, whenever this character banishes another character in a challenge, you may ready this character. He can't quest for the rest of this turn.",5,6,NA
"330","Shere Khan - Menacing Predator","Rise of the Floodborn","Storyborn, Villain",NA,"Ruby","",3,TRUE,"Character",1,"Rare","Don't Insult My Intelligence: Whenever one of your characters challenges another character, gain 1 lore.",3,3,NA
"331","Tigger - One Of A Kind","Rise of the Floodborn","Dreamborn, Tigger",NA,"Ruby","",3,TRUE,"Character",1,"Common","Energetic: Whenever you play an action, this character gets +2 {s} this turn.",3,3,NA
"332","Tuk Tuk - Wrecking Ball","Rise of the Floodborn","Storyborn, Ally","Reckless","Ruby","",4,FALSE,"Character",0,"Rare","Reckless (This character can't quest and must challenge each turn if able.)",5,4,NA
"333","Go The Distance","Rise of the Floodborn",NA,NA,"Ruby","",2,TRUE,"Action - Song",NA,"Common","(A character with cost 2 or more can {e} to sing this song for free.)
Ready chosen damaged character of yours. They can't quest for the rest of this turn. Draw a card.",NA,NA,NA
"334","Teeth and Ambitions","Rise of the Floodborn",NA,NA,"Ruby","",2,TRUE,"Action - Song",NA,"Rare","(A character with cost 2 or more can {e} to sing this song for free.)
Deal 2 damage to chosen character of yours to deal 2 damaged to another chosen character.",NA,NA,NA
"335","The Most Diabolical Scheme","Rise of the Floodborn",NA,NA,"Ruby","",3,FALSE,"Action - Song",NA,"Uncommon","(A character with cost 3 or more can {e} to sing this song for free.)
Banish chosen Villain of your to banish chosen character.",NA,NA,NA
"336","What Did You Call Me?","Rise of the Floodborn",NA,NA,"Ruby","",1,TRUE,"Action",NA,"Common","Chosen damaged character gets +3 {s} this turn.",NA,NA,NA
"337","You Can Fly!","Rise of the Floodborn",NA,"Evasive","Ruby","",2,TRUE,"Action - Song",NA,"Uncommon","(A character with cost 2 or more can {e} to sing this song for free.)
Chosen character gains Evasive until the start of your next turn. (Only characters with Evasive can challenge them.)",NA,NA,NA
"338","Dinner Bell","Rise of the Floodborn",NA,NA,"Ruby","",4,FALSE,"Item",NA,"Rare","You Know What Happens: {e}, 2 {i} - Draw cards equal to the damage on chosen character of yours, then banish them.",NA,NA,NA
"339","Peter Pan's Dagger","Rise of the Floodborn",NA,"Evasive","Ruby","",2,FALSE,"Item",NA,"Common","You characters with Evasive get +1 {s}.",NA,NA,NA
"340","Sword In The Stone","Rise of the Floodborn",NA,NA,"Ruby","",1,FALSE,"Item",NA,"Uncommon","{e}, 2 {i} - Chosen character gets +1 {s} this turn for each 1 damage on them.",NA,NA,NA
"341","Alice - Growing Girl","Rise of the Floodborn","Dreamborn, Hero","Support","Sapphire","",3,TRUE,"Character",1,"Legendary","Good Advice - Your other characters gain Support. (Whenever they quest, you may add their {s} to another chosen character's {s} this turn.) What Did I Do? - While this character has 10 {s} or more, she gets +4 {l}.",4,1,NA
"342","Basil - Great Mouse Detective","Rise of the Floodborn","Floodborn, Hero, Detective","Shift 5","Sapphire","",6,TRUE,"Character",3,"Super Rare","Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Basil.)
There's Always A Chance: If you used Shift to play this character, you may draw 2 cards when he enters play.",4,3,NA
"343","Basil - Of Baker Street","Rise of the Floodborn","Dreamborn, Hero, Detective","Support","Sapphire","",2,TRUE,"Character",1,"Common","Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",2,2,NA
"344","Basil - Perceptive Investigator","Rise of the Floodborn","Storyborn, Hero, Detective",NA,"Sapphire","",4,TRUE,"Character",2,"Common",NA,4,3,NA
"345","Caterpillar - Calm and Collected","Rise of the Floodborn","Dreamborn",NA,"Sapphire","",3,TRUE,"Character",3,"Uncommon",NA,3,1,NA
"346","Cogsworth - Grandfather Clock","Rise of the Floodborn","Floodborn, Ally","Shift 3, Ward, Resist +1","Sapphire","",5,TRUE,"Character",2,"Super Rare","Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Cogsworth.)
Ward (Opponents can't choose this character except to challenge.)
Unwind: Your other characters gain Resist +1 (Damage dealt to them is reduced by 1)",5,2,NA
"347","Cogsworth - Talking Clock","Rise of the Floodborn","Storyborn, Ally","Reckless","Sapphire","",2,TRUE,"Character",1,"Uncommon","Wait A Minute: Your characters with Reckless gain ""{e} - Gain 1 lore.""",3,2,NA
"348","Cruella De Vil - Fashionable Cruiser","Rise of the Floodborn","Dreamborn, Villain","Evasive","Sapphire","",2,TRUE,"Character",1,"Common","Now Get Going: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",2,3,NA
"349","Cruella De Vil - Perfectly Wretched","Rise of the Floodborn","Floodborn, Villain","Shift 3","Sapphire","",5,TRUE,"Character",2,"Uncommon","Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Cruella De Vil.)
Oh, No You Don't: Whenever this character quests, chosen opposing character gets -2 {s} this turn.",3,4,NA
"350","Duke Weaselton - Small-Time Crook","Rise of the Floodborn","Storyborn","Ward","Sapphire","",2,TRUE,"Character",2,"Common","Ward (Opponents can't choose this character except to challenge.)",2,1,NA
"351","Gaston - Intellectual Powerhouse","Rise of the Floodborn","Floodborn, Villain","Shift 4","Sapphire","",6,FALSE,"Character",3,"Rare","Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Gaston.)
Developed Brain: When you play this character, look at the top 3 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.",4,4,NA
"352","Grand Pabbie - Oldest And Wisest","Rise of the Floodborn","Storyborn, Mentor",NA,"Sapphire","",7,FALSE,"Character",3,"Super Rare","Ancient Insight: Whenever you remove 1 or more damage from one of your characters, gain 2 lore.",6,3,NA
"353","Hiram Flaversham - Toymaker","Rise of the Floodborn","Storyborn, Inventor",NA,"Sapphire","",4,TRUE,"Character",1,"Rare","Artificer: When you play this character and whenever he quests, you may banish one of your items to draw 2 cards.",6,1,NA
"354","James - Role Model","Rise of the Floodborn","Storyborn, Mentor",NA,"Sapphire","",4,FALSE,"Character",2,"Common","Never, Ever Lose Sight: When this character is banished, you may put this card into your inkwell facedown and exerted.",3,3,NA
"355","Jasmine - Heir Of Agrabah","Rise of the Floodborn","Storyborn, Hero, Princess",NA,"Sapphire","",1,TRUE,"Character",1,"Common","I'm A Fast Learner: When you play this character, remove up to 1 damage from chosen character of yours.",2,1,NA
"356","Judy Hopps - Optimistic Officer","Rise of the Floodborn","Storyborn, Hero",NA,"Sapphire","",3,TRUE,"Character",2,"Uncommon","Don't Call Me Cute: When you play this character, you may banish chosen item. Its player draws a card.",3,2,NA
"357","Mrs. Judson - Housekeeper","Rise of the Floodborn","Storyborn, Ally",NA,"Sapphire","",4,FALSE,"Character",2,"Rare","Tidy Up: Whenever you play a Floodborn character, you may put the top card of your deck into your inkwell facedown and exerted.",5,1,NA
"358","Nick Wilde - Wily Fox","Rise of the Floodborn","Storyborn, Ally",NA,"Sapphire","",4,TRUE,"Character",2,"Uncommon","It's Called A Hustle: When play this character, you may return an item card name Pawpsicle from your discard to your hand.",4,2,NA
"359","Noi - Orphaned Thief","Rise of the Floodborn","Storyborn, Ally","Resist +1, Ward","Sapphire","",2,TRUE,"Character",2,"Rare","Hide And Seek: While you have an item in play, this character gains Resist +1 and Ward. (Damage dealt to this character is reduced by 1. Opponents can't choose this character except to challenge.)",2,1,NA
"360","Owl - Logical Lecturer","Rise of the Floodborn","Storyborn, Ally",NA,"Sapphire","",1,TRUE,"Character",1,"Common",NA,2,2,NA
"361","Prince Charming - Heir To The Throne","Rise of the Floodborn","Dreamborn, Hero, Prince",NA,"Sapphire","",4,TRUE,"Character",3,"Rare",NA,3,3,NA
"362","Rabbit - Reluctant Host","Rise of the Floodborn","Storyborn, Ally",NA,"Sapphire","",5,TRUE,"Character",2,"Common",NA,6,4,NA
"363","Sisu - Divine Water Dragon","Rise of the Floodborn","Storyborn, Hero, Deity, Dragon",NA,"Sapphire","",4,FALSE,"Character",2,"Legendary","I Trust You: Whenever this character quests, look at the top 2 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.",4,2,NA
"364","The Nokk - Water Spirit","Rise of the Floodborn","Storyborn","Ward","Sapphire","",4,TRUE,"Character",1,"Common","Ward (Opponents can't choose this character except to challenge.)",3,4,NA
"365","Winnie The Pooh - Having A Think","Rise of the Floodborn","Storyborn, Hero",NA,"Sapphire","",3,TRUE,"Character",2,"Rare","Hunny Pot: Whenever this character quests, you may put a card from your hand into your inkwell facedown.",3,2,NA
"366","Falling Down The Rabbit Hole","Rise of the Floodborn",NA,NA,"Sapphire","",4,FALSE,"Action",NA,"Rare","Each player chooses one of their characters and puts them into their inkwell facedown and excreted.",NA,NA,NA
"367","Four Dozen Eggs","Rise of the Floodborn",NA,"Resist +2","Sapphire","",4,TRUE,"Action - Song",NA,"Uncommon","(A character with cost 3 or more can {e} to sing this song for free)
Your characters gain Resist +2 until the start of your next turn. (Damage dealt to them is reduced by 2.)",NA,NA,NA
"368","Launch","Rise of the Floodborn",NA,NA,"Sapphire","",3,FALSE,"Action",NA,"Uncommon","Banish chosen item of yours to deal 5 damage to chosen character.",NA,NA,NA
"369","Nothing To Hide","Rise of the Floodborn",NA,NA,"Sapphire","",1,TRUE,"Action",NA,"Common","Each Opponent reveals their hand. Draw a card.",NA,NA,NA
"370","Fang Crossbow","Rise of the Floodborn",NA,NA,"Sapphire","",3,TRUE,"Item",NA,"Uncommon","Careful Aim: {e}, 2 {i} - Chosen character get -2 {s} this turn.
Stay Back!: {e}, Banish this item - Banish chosen Dragon character.",NA,NA,NA
"371","Gumbo Pot","Rise of the Floodborn",NA,NA,"Sapphire","",2,TRUE,"Item",NA,"Common","The Best I've Ever Tasted: {e} - Remove 1 damage each from up to 2 chosen characters.",NA,NA,NA
"372","Maurice's Workshop","Rise of the Floodborn",NA,NA,"Sapphire","",3,FALSE,"Item",NA,"Rare","Looking For This: Whenever you play another item, you may pay 1 {i} to draw a card.",NA,NA,NA
"373","Pawpsicle","Rise of the Floodborn",NA,NA,"Sapphire","",1,TRUE,"Item",NA,"Common","Jumbo Pop: When you play this item, you may draw a card.
That's Redwood: Banish this item - Remove up to 2 damage from chosen character.",NA,NA,NA
"374","Sardine Can","Rise of the Floodborn",NA,"Ward","Sapphire","",4,TRUE,"Item",NA,"Uncommon","Flight Cabin: Your exerted characters gain Ward. (Opponents can't choose them except to challenge.)",NA,NA,NA
"375","Beast - Forbidding Recluse","Rise of the Floodborn","Dreamborn, Hero, Prince",NA,"Steel","",4,TRUE,"Character",1,"Common","You're Not Welcome Here: When you play this character, you may deal 1 damage to chosen character.",4,3,NA
"376","Beast - Selfless Protector","Rise of the Floodborn","Storyborn, Hero, Prince",NA,"Steel","",6,TRUE,"Character",1,"Super Rare","Shield Another: Whenever one of your other character would be dealt damage, put that many damage counters on this character instead.",8,2,NA
"377","Beast - Tragic Hero","Rise of the Floodborn","Floodborn, Hero, Prince","Shift 3","Steel","",5,TRUE,"Character",2,"Legendary","Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Beast.)
It's Better This Way: At the start of your turn, if this character has no damage, draw a card. Otherwise, he gets +4 {s} this turn.",5,3,NA
"378","Benja - Guardian of the Dragon Gem","Rise of the Floodborn","Storyborn, Mentor, King",NA,"Steel","",3,TRUE,"Character",2,"Common","We Have A Choice: When you play this character, you may banish chosen item.",3,2,NA
"379","Chief Bogo - Respected Officer","Rise of the Floodborn","Dreamborn",NA,"Steel","",4,FALSE,"Character",2,"Rare","Insubordination!: Whenever you play a Floodborn character, deal 1 damage to each opposing character.",4,2,NA
"380","Cinderella - Knight In Training","Rise of the Floodborn","Dreamborn, Hero, Princess, Knight",NA,"Steel","",2,TRUE,"Character",1,"Common","Have Courage: When you play this character, you may draw a card, then choose and discard a card.",2,2,NA
"381","Cinderella - Stouthearted","Rise of the Floodborn","Floodborn, Hero, Princess, Knight","Shift 5, Resist +2","Steel","",7,TRUE,"Character",3,"Super Rare","Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Cinderella.) Resist +2 (Damage dealt to this character is reduced by 2.) The Singing Sword: Whenever you play a song, this character may challenge ready characters this turn.",5,5,NA
"382","Donald Duck - Deep-Sea Diver","Rise of the Floodborn","Dreamborn, Hero",NA,"Steel","",5,TRUE,"Character",1,"Common",NA,5,6,NA
"383","Eli La Bouff - Big Daddy","Rise of the Floodborn","Storyborn, Mentor",NA,"Steel","",4,TRUE,"Character",2,"Uncommon",NA,5,2,NA
"384","Goofy - Knight for a Day","Rise of the Floodborn","Dreamborn, Hero, Knight",NA,"Steel","",9,TRUE,"Character",4,"Rare",NA,10,10,NA
"385","Hercules - Divine Hero","Rise of the Floodborn","Floodborn, Hero, Prince, Deity","Shift 4, Resist +2","Steel","",6,TRUE,"Character",2,"Rare","Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Hercules.)\nResist +2 (Damage dealth to this character is reduced by 2.)",3,6,NA
"386","Hercules - Hero In Training","Rise of the Floodborn","Storyborn, Hero, Prince",NA,"Steel","",2,TRUE,"Character",1,"Common",NA,3,2,NA
